Customer_ID,Recency,Frequency,Monetary,Avg_Profit,Avg_Discount,KMeans_Cluster,Hierarchical_Cluster
DP-13000,231,7,525.704,13.596391666666667,0.08333333333333333,0,2
DP-13105,7,7,543.922,7.319463636363636,0.09090909090909091,0,0
DP-13165,813,2,54.736,8.385,0.2,1,1
DP-13390,359,6,315.52,11.310811111111112,0.044444444444444446,2,2
DR-12880,4,8,1556.718,6.404061538461539,0.12307692307692308,0,3
DR-12940,453,4,649.6479999999999,18.42956666666667,0.06666666666666667,2,2
DS-13030,94,4,1358.283,12.20279375,0.109375,0,3
DS-13180,24,7,960.582,3.547571428571429,0.10714285714285714,0,3
DV-13045,20,5,397.608,-0.8979999999999999,0.1375,3,0
DV-13465,30,4,1062.914,11.204044444444444,0.06666666666666668,0,2
DW-13195,100,5,578.028,18.966566666666665,0.13333333333333333,2,2
DW-13480,218,5,552.196,20.797228571428573,0.028571428571428574,2,2
DW-13540,99,4,327.88800000000003,9.5686,0.125,3,0
DW-13585,243,5,343.672,7.947171428571429,0.14285714285714285,3,0
Dl-13600,120,3,95.232,8.3292,0.1,3,0
Dp-13240,85,9,792.9,11.86965,0.06666666666666668,0,3
EA-14035,153,8,521.7719999999999,9.384676923076922,0.19230769230769232,3,0
EB-13705,49,5,234.34400000000002,15.45126,0.2,3,0
EB-13750,36,7,1353.284,11.192352941176472,0.08823529411764706,0,3
EB-13840,91,3,870.02,14.638166666666669,0.06666666666666667,2,2
EB-13870,296,6,683.059,1.7458999999999998,0.25,3,0
EB-13930,435,4,399.92,17.60404,0.04,2,2
EB-13975,1,2,55.232,2.2048666666666663,0.20000000000000004,3,0
EB-14110,412,5,1612.622,5.796222222222222,0.16666666666666666,0,0
EB-14170,83,4,37.744,3.2148000000000003,0.2,3,0
EC-14050,54,4,456.43,16.7412,0.0,2,2
ED-13885,136,6,357.95,7.639530000000001,0.15,3,0
EG-13900,393,1,39.93,6.5565,0.0,2,2
EH-13765,343,10,1011.354,12.911663636363636,0.07272727272727274,0,3
EH-13945,218,6,587.746,11.13095,0.11666666666666668,0,0
EH-13990,406,4,348.004,4.955316666666667,0.06666666666666667,3,1
EH-14005,3,6,548.218,12.8735,0.15000000000000002,3,0
EH-14125,153,7,829.042,12.188927272727273,0.07272727272727274,0,3
EH-14185,106,4,314.474,15.757819999999999,0.12000000000000002,2,0
EJ-13720,303,4,1056.166,3.5342333333333342,0.13333333333333333,3,0
EJ-14155,58,3,341.28,29.875875,0.0,2,2
EK-13795,45,3,105.148,8.8722,0.06666666666666667,2,0
EL-13735,78,2,124.28,13.5577,0.0,2,2
EM-13810,133,3,73.81,8.269133333333334,0.06666666666666667,2,0
EM-13825,164,4,402.256,12.893711111111111,0.022222222222222223,2,2
EM-13960,152,4,357.912,14.166,0.1,2,0
EM-14065,48,3,27.442,2.7472666666666665,0.06666666666666667,3,0
EM-14095,114,4,546.072,10.193911111111111,0.1111111111111111,3,0
EM-14140,49,5,714.842,12.289760000000001,0.08000000000000002,2,2
EM-14200,159,3,366.822,5.443025,0.125,3,0
EN-13780,288,4,849.516,16.456699999999998,0.05,2,2
EP-13915,13,11,928.236,16.80066111111111,0.06666666666666668,0,3
ER-13855,422,3,184.112,10.372733333333334,0.13333333333333333,1,1
ES-14020,41,4,913.0,7.874083333333332,0.13333333333333333,3,0
ES-14080,29,7,1194.98,8.344261538461538,0.18461538461538465,0,0
FA-14230,406,6,1074.912,16.549536363636363,0.16363636363636364,0,1
FC-14245,71,6,748.0360000000001,10.92979,0.12000000000000002,0,0
FC-14335,185,6,640.784,8.260085714285713,0.2,3,0
FG-14260,35,6,684.562,13.7289125,0.07500000000000001,0,2
FH-14275,112,7,836.9019999999999,9.546061538461538,0.09230769230769233,0,3
FH-14350,213,4,572.41,16.921599999999998,0.044444444444444446,2,2
FH-14365,6,6,446.01800000000003,1.4744333333333335,0.06666666666666667,3,0
FM-14215,8,9,820.318,11.9184,0.07692307692307693,0,3
FM-14290,37,9,520.28,9.028771428571428,0.05714285714285715,0,3
FM-14380,146,8,1502.568,18.364988888888888,0.13333333333333336,0,3
FO-14305,39,8,384.422,7.389480000000001,0.14,3,0
FP-14320,24,8,827.9259999999999,14.62501,0.08,0,3
FW-14395,363,3,79.75,7.8304333333333345,0.0,2,2
GA-14515,150,7,707.244,17.38196,0.05,0,2
GA-14725,6,10,789.552,8.599488235294118,0.07941176470588236,0,3
GB-14530,63,11,981.586,11.67169375,0.1,0,3
GB-14575,663,3,562.218,16.68441,0.06000000000000001,1,2
GD-14590,6,3,59.623999999999995,6.51015,0.1,3,0
GG-14650,44,8,1619.278,9.337604761904762,0.09523809523809523,0,3
GH-14410,208,6,555.608,14.44658,0.06000000000000001,2,2
GH-14425,51,3,448.266,20.092116666666666,0.10000000000000002,2,2
GH-14665,3,2,146.94080000000002,-1.9367333333333336,0.24,3,0
GK-14620,113,7,1141.598,14.863655555555555,0.15555555555555556,0,0
GM-14440,84,5,654.652,11.879885714285715,0.1,2,2
GM-14455,17,4,640.8340000000001,20.778866666666666,0.10000000000000002,2,2
GM-14500,107,9,386.632,6.139763636363637,0.11818181818181818,0,0
GM-14680,570,3,591.544,15.6005,0.05714285714285715,1,2
GM-14695,467,2,291.58000000000004,14.528012499999999,0.025,2,2
GP-14740,766,1,191.62,16.941399999999998,0.0,1,2
GR-14560,1136,2,45.42,7.200800000000001,0.0,1,1
GT-14635,57,3,359.468,19.612225,0.15000000000000002,2,2
GT-14710,37,10,1466.684,12.971776190476191,0.10476190476190476,0,3
GT-14755,216,3,192.868,7.928266666666667,0.10000000000000002,3,0
GW-14605,155,5,901.4739999999999,17.169483333333336,0.06666666666666667,2,2
GZ-14470,8,8,917.96,13.614822222222223,0.1,0,3
GZ-14545,158,3,423.31199999999995,20.633399999999998,0.06666666666666667,2,2
HA-14905,112,3,215.20600000000002,11.274766666666666,0.06666666666666667,2,2
HA-14920,21,6,385.128,6.372736363636363,0.16363636363636364,3,0
HD-14785,770,3,128.46800000000002,9.7778,0.12000000000000002,1,1
HE-14800,13,3,475.43,13.9808375,0.0,2,2
HF-14995,22,6,1272.114,15.867293333333333,0.05333333333333334,0,2
HG-14845,55,4,509.152,5.7799000000000005,0.125,3,0
HG-14965,57,9,374.696,9.382945454545455,0.03636363636363637,0,3
HG-15025,7,5,569.244,16.532474999999998,0.1125,2,0
HH-15010,73,2,108.74799999999999,6.574679999999999,0.04,2,0
HJ-14875,127,5,358.1,16.442466666666665,0.10000000000000002,2,0
HK-14890,152,7,895.4300000000001,16.554033333333333,0.17777777777777778,0,0
HL-15040,89,4,164.548,7.534228571428572,0.028571428571428574,2,0
HM-14860,3,8,499.91,9.61979090909091,0.10909090909090911,0,3
HM-14980,248,4,232.316,11.146583333333332,0.16666666666666666,3,0
HP-14815,31,4,345.726,26.262325,0.1,2,2
HR-14770,14,4,452.088,6.104490909090909,0.05454545454545456,2,0
HR-14830,282,5,1297.417,6.78887,0.1,0,0
HW-14935,118,5,813.7199999999999,9.071208333333333,0.05000000000000001,2,2
HZ-14950,40,3,97.176,0.8480749999999998,0.1,3,0
IG-15085,72,2,116.624,12.8188,0.05,2,2
IL-15100,143,6,419.65599999999995,10.969733333333332,0.08888888888888889,2,0
IM-15055,410,3,72.67,10.2612,0.06666666666666667,2,1
IM-15070,420,4,734.932,11.128099999999998,0.11666666666666668,1,1
JA-15970,93,6,601.106,12.3338625,0.1,0,2
JB-15400,52,8,758.36,11.4155,0.1,0,3
JB-15925,738,2,150.528,7.65548,0.2,1,1
JB-16000,44,6,469.8188,7.473983333333333,0.08666666666666667,3,0
JB-16045,8,4,150.602,3.26958,0.12000000000000002,3,0
JC-15340,115,3,61.708,2.3233,0.06666666666666667,3,0
JC-15385,176,1,73.168,9.159600000000001,0.1,2,0
JC-15775,159,7,1589.883,8.251916666666666,0.1125,0,3
JC-16105,58,4,657.592,17.3484625,0.025,2,2
JD-15790,118,4,350.72,11.875583333333333,0.16666666666666666,3,0
JD-15895,395,10,1571.306,13.475807999999999,0.04800000000000001,0,3
JD-16015,113,6,369.208,5.5270375000000005,0.15000000000000002,3,0
JD-16060,301,2,238.55,6.7215,0.0,2,2
JD-16150,42,7,1633.2285,15.730283333333334,0.04583333333333334,0,3
JE-15475,194,6,605.5079999999999,14.58172,0.08,2,2
JE-15610,49,6,1205.074,16.587341666666667,0.08333333333333333,0,2
JE-15715,47,7,735.856,10.639866666666668,0.15555555555555556,0,0
JE-15745,52,10,1880.229,13.21935,0.08928571428571429,0,3
JE-16165,21,3,189.408,4.9164,0.05,2,0
JF-15190,66,7,1298.348,17.230833333333333,0.09333333333333334,0,3
JF-15295,226,5,760.772,10.286923076923076,0.1076923076923077,0,0
JF-15355,106,6,921.172,16.0217,0.07142857142857142,0,2
JF-15415,3,6,899.488,13.511546153846155,0.06153846153846154,0,2
JF-15490,122,11,1016.624,6.128092857142856,0.10714285714285714,0,3
JF-15565,55,6,940.186,13.849477777777777,0.14444444444444446,0,0
JG-15115,759,3,462.736,11.15596,0.2,1,1
JG-15160,2,7,1518.0439999999999,21.668290000000002,0.08,0,3
JG-15310,528,3,395.456,8.30608,0.16,1,1
JG-15805,224,6,282.718,6.969271428571429,0.08571428571428573,3,0
JH-15430,6,3,249.368,3.6427,0.25,3,0
JH-15820,175,6,528.91,3.2602749999999996,0.15000000000000002,3,0
JH-15910,217,6,740.402,14.7363125,0.1,0,2
JH-15985,30,4,696.7,17.788136363636365,0.05454545454545456,2,2
JH-16180,405,3,641.482,-6.024733333333335,0.23333333333333336,3,0
JJ-15445,484,4,107.678,8.7316,0.1,1,1
JJ-15760,754,2,195.0,11.483066666666668,0.06666666666666667,1,1
JK-15205,62,4,692.854,9.174222222222221,0.1111111111111111,3,0
JK-15325,288,3,383.812,13.831924999999998,0.1,2,1
JK-15370,45,7,1752.482,12.333526666666668,0.12000000000000001,0,3
JK-15625,62,6,588.3979999999999,14.740957142857143,0.1142857142857143,0,2
JK-15640,181,8,262.474,10.647811111111112,0.1111111111111111,0,0
JK-15730,93,6,604.402,17.613725,0.11875000000000001,0,2
JK-16090,90,2,365.396,15.144225,0.1,2,2
JK-16120,118,6,515.876,5.752427272727274,0.14545454545454548,3,0
JL-15130,9,6,276.35200000000003,4.75452,0.2,3,0
JL-15175,7,4,253.20299999999997,8.898340000000001,0.22000000000000003,3,0
JL-15235,120,3,305.008,4.8282799999999995,0.08,3,0
JL-15505,50,6,992.894,9.000386666666666,0.06666666666666667,0,3
JL-15835,22,10,1712.398,14.604816666666666,0.05833333333333334,0,3
JL-15850,615,4,229.632,7.277149999999999,0.2,1,1
JM-15250,38,5,1057.696,5.855018181818182,0.19090909090909092,3,0
JM-15265,38,5,257.664,9.95265,0.025,2,0
JM-15535,103,6,681.883,11.8879875,0.0875,0,2
JM-15580,1,5,303.948,16.160057142857145,0.1142857142857143,2,0
JM-15655,9,4,462.30199999999996,5.47449,0.1,3,0
JM-15865,395,4,484.17,5.075514285714285,0.14285714285714285,3,1
JM-16195,58,10,923.546,14.3946,0.07500000000000001,0,3
JO-15145,58,9,1132.404,15.247881818181817,0.07272727272727274,0,3
JO-15280,621,2,162.67600000000002,7.5968,0.08571428571428573,1,1
JO-15550,216,5,866.37,15.240225,0.125,0,2
JP-15460,38,7,494.446,15.743333333333334,0.08333333333333333,0,2
JP-15520,9,6,1602.376,19.161092307692307,0.057692307692307696,0,3
JP-16135,103,8,732.1129999999999,6.8927,0.13,0,0
JR-15670,738,1,14.04,1.5795,0.2,1,1
JR-16210,103,2,337.638,19.1223,0.1,2,2
JS-15595,120,3,89.73599999999999,1.2486499999999996,0.2,3,0
JS-15685,43,3,773.656,8.814222222222222,0.13333333333333336,3,0
JS-15880,657,3,507.58,9.678259999999998,0.144,1,1
JS-15940,464,3,193.68,0.2729200000000002,0.16,3,0
JS-16030,73,5,476.472,9.60492,0.1,2,0
JW-15220,43,5,372.248,8.591377777777778,0.044444444444444446,2,0
JW-15955,6,7,638.1659999999999,11.034577777777777,0.044444444444444446,0,0
JW-16075,462,2,105.264,6.7930666666666655,0.13333333333333333,1,1
KA-16525,37,4,594.788,8.586771428571428,0.028571428571428574,2,2
KB-16240,5,6,603.476,10.657733333333333,0.13333333333333333,3,0
KB-16315,297,9,745.056,5.106541176470588,0.09411764705882353,0,3
KB-16405,118,3,489.42100000000005,9.123125,0.05,2,2
KB-16585,231,11,1280.958,13.8958,0.08,0,3
KB-16600,22,4,132.48000000000002,9.551549999999999,0.05,2,0
KC-16255,560,5,436.194,18.7912125,0.025,2,2
KC-16540,98,3,558.596,25.774933333333333,0.06666666666666667,2,2
KC-16675,58,4,797.75,5.7027,0.12000000000000002,3,0
